Unit,T24,T30,T50,P15,P30,Ps30,phi,NRf,NRc,BPR,htBleed,w31,w32,RUL
29,642.76,1583.97,1407.34,21.61,553.77,47.62,521.01,2388.13,8135.67,8.4429,393,38.8,23.309,78
29,642.59,1592.08,1404.47,21.61,552.75,47.61,521.07,2388.08,8141.93,8.4545,392,38.86,23.3123,77
29,642.83,1588.33,1412.09,21.61,553.3,47.36,521.41,2388.08,8141.68,8.4799,394,38.85,23.3301,76
29,642.52,1594.56,1414.74,21.61,552.92,47.54,521.3,2388.05,8135.72,8.4119,392,38.79,23.1874,75
29,642.26,1585.46,1409.7,21.61,553.79,47.61,521.8,2388.1,8140.29,8.4873,393,38.8,23.2674,74
29,642.25,1589.78,1411.1,21.61,553.02,47.66,521.13,2388.13,8144.88,8.4561,393,38.83,23.2668,73
29,642.19,1590.99,1411.07,21.61,553.81,47.61,521.64,2388.09,8139.49,8.4483,393,38.92,23.2542,72
29,642.5,1591.97,1416.41,21.61,553.42,47.41,521.05,2388.13,8139.81,8.4555,395,38.68,23.4089,71
29,643.14,1595.01,1411.22,21.61,553.42,47.42,521.94,2388.14,8147.41,8.47,392,38.66,23.2239,70
29,642.58,1592.45,1414.23,21.61,553.89,47.47,521.55,2388.14,8138.31,8.488,392,38.85,23.2988,69
29,641.89,1591.75,1409.73,21.61,553.76,47.66,521.23,2388.11,8138.23,8.4144,395,38.82,23.2802,68
29,642.65,1592.12,1413.75,21.61,552.98,47.46,521.49,2388.12,8142.78,8.4468,393,38.74,23.3267,67
29,642.54,1593.44,1410.83,21.61,552.65,47.46,521.26,2388.18,8138.65,8.4721,394,38.67,23.2543,66
29,642.8,1598.0,1410.02,21.61,553.44,47.66,521.15,2388.17,8135.67,8.4745,393,38.63,23.2863,65
29,642.46,1590.4,1411.72,21.61,553.5,47.52,521.35,2388.11,8133.87,8.4346,394,38.76,23.2885,64
29,642.77,1587.67,1410.84,21.61,553.76,47.45,521.4,2388.12,8141.57,8.4466,394,38.54,23.2642,63
29,642.85,1597.05,1409.89,21.61,553.68,47.49,521.21,2388.13,8140.03,8.4499,394,39.0,23.1997,62
29,642.83,1603.18,1410.8,21.61,552.92,47.52,520.86,2388.14,8138.44,8.4729,392,38.89,23.224,61
29,642.32,1593.7,1411.8,21.61,553.04,47.48,521.77,2388.1,8135.18,8.4196,392,38.88,23.3564,60
29,642.96,1587.18,1409.54,21.61,553.41,47.54,520.78,2388.1,8144.1,8.4546,393,38.73,23.3004,59
29,643.01,1594.01,1407.43,21.61,553.59,47.54,521.15,2388.15,8141.57,8.4504,394,38.93,23.1961,58
29,643.29,1589.44,1410.4,21.61,553.95,47.69,521.7,2388.17,8132.66,8.4372,392,38.87,23.2473,57
29,642.47,1594.61,1412.02,21.61,552.71,47.45,521.76,2388.13,8138.26,8.4584,394,38.84,23.2846,56
29,643.03,1589.46,1411.74,21.61,553.0,47.85,521.36,2388.09,8133.75,8.4335,392,38.72,23.182,55
29,642.74,1592.08,1407.86,21.61,553.38,47.56,520.94,2388.12,8138.63,8.4252,394,38.75,23.2085,54
29,642.29,1591.64,1411.12,21.61,552.48,47.5,521.81,2388.13,8137.14,8.5031,395,38.67,23.2644,53
29,643.04,1591.07,1415.41,21.61,552.65,47.67,521.15,2388.17,8138.64,8.4877,395,38.75,23.2797,52
29,642.58,1593.26,1416.98,21.61,553.1,47.54,521.44,2388.17,8139.58,8.4434,394,38.63,23.3511,51
29,643.39,1598.56,1411.18,21.61,553.39,47.34,520.97,2388.13,8139.55,8.4445,394,38.79,23.2551,50
29,643.28,1587.42,1415.36,21.61,553.27,47.55,520.79,2388.1,8134.44,8.4782,395,38.74,23.2443,49
29,643.18,1595.31,1419.12,21.61,552.98,47.43,520.75,2388.11,8134.17,8.4422,395,38.79,23.2769,48
29,642.77,1597.18,1412.73,21.61,553.75,47.62,520.96,2388.15,8129.72,8.4833,395,38.8,23.2955,47
29,642.42,1589.55,1420.57,21.61,553.08,47.67,520.66,2388.19,8134.22,8.4455,393,38.9,23.3267,46
29,643.19,1591.57,1415.58,21.61,552.73,47.69,521.04,2388.08,8138.16,8.4533,393,38.56,23.3099,45
29,643.27,1593.88,1410.24,21.61,552.53,47.64,521.0,2388.13,8134.71,8.4675,393,38.7,23.2147,44
29,643.29,1589.25,1414.59,21.61,552.05,47.74,521.07,2388.15,8135.07,8.5021,393,38.83,23.2224,43
29,642.75,1598.28,1411.99,21.61,552.88,47.6,520.75,2388.17,8131.7,8.4637,393,38.79,23.1366,42
29,642.58,1587.41,1414.2,21.61,553.02,47.68,521.09,2388.08,8137.02,8.4484,394,38.68,23.1895,41
29,642.68,1600.99,1413.27,21.61,551.9,47.63,521.26,2388.1,8135.82,8.4743,394,38.63,23.3333,40
29,643.01,1590.26,1407.55,21.61,552.02,47.74,520.95,2388.16,8133.5,8.4748,394,38.9,23.2165,39
29,643.31,1594.45,1415.69,21.61,552.95,47.61,520.8,2388.13,8133.41,8.4471,394,38.67,23.1823,38
29,643.29,1595.55,1411.03,21.61,552.8,47.64,520.86,2388.16,8136.47,8.4753,395,38.72,23.2725,37
29,643.03,1585.74,1417.54,21.61,553.17,47.63,521.11,2388.15,8131.88,8.4711,394,38.78,23.2037,36
29,643.21,1591.02,1416.66,21.61,553.27,47.73,520.83,2388.17,8137.32,8.4562,395,38.66,23.2952,35
29,643.41,1593.99,1412.42,21.61,552.65,47.68,520.82,2388.2,8134.99,8.446,394,38.63,23.2382,34
29,643.07,1591.85,1414.17,21.61,551.93,47.68,520.69,2388.17,8134.76,8.4487,395,38.49,23.1923,33
29,643.1,1599.41,1417.77,21.61,553.15,47.91,521.06,2388.2,8137.56,8.4748,395,38.88,23.1604,32
29,643.55,1596.41,1413.39,21.61,552.31,47.64,520.13,2388.17,8127.7,8.4962,393,38.61,23.2069,31
29,643.78,1591.12,1413.6,21.61,552.31,47.86,520.66,2388.2,8133.6,8.4606,394,38.69,23.2293,30
29,643.14,1594.34,1416.93,21.61,552.73,47.8,521.16,2388.17,8133.95,8.4599,395,38.76,23.1991,29
29,643.61,1593.7,1417.24,21.61,552.51,47.94,520.65,2388.18,8137.09,8.4756,394,38.73,23.1565,28
29,643.09,1593.44,1415.61,21.61,553.04,47.98,520.37,2388.16,8135.69,8.4464,393,38.57,23.1277,27
29,642.9,1598.8,1415.59,21.61,552.61,47.75,520.57,2388.18,8130.9,8.4755,394,38.59,23.1942,26
29,643.35,1595.62,1423.97,21.61,552.25,47.85,521.11,2388.2,8135.77,8.4981,395,38.52,23.1024,25
29,643.06,1594.37,1422.19,21.61,552.42,47.76,520.49,2388.24,8129.93,8.5011,395,38.66,23.159,24
29,642.77,1593.08,1410.25,21.61,552.75,47.99,520.77,2388.21,8134.25,8.4807,395,38.69,23.2421,23
29,643.15,1597.9,1412.83,21.61,551.62,47.95,521.15,2388.2,8130.3,8.5035,394,38.69,23.0989,22
29,643.64,1597.65,1421.65,21.61,551.75,47.96,520.35,2388.21,8131.22,8.4563,394,38.65,23.1193,21
29,643.12,1595.92,1425.19,21.61,552.37,47.88,520.03,2388.14,8135.91,8.4938,395,38.62,23.1293,20
29,643.21,1597.41,1423.05,21.61,552.02,48.09,520.42,2388.21,8126.78,8.4722,396,38.69,23.1591,19
29,643.06,1595.74,1428.24,21.61,551.44,48.02,520.26,2388.24,8136.02,8.523,395,38.67,23.1281,18
29,643.02,1596.75,1423.05,21.61,552.76,47.91,520.75,2388.2,8134.49,8.4835,396,38.66,23.1447,17
29,643.19,1603.73,1425.52,21.61,551.28,48.0,520.54,2388.2,8128.73,8.4898,395,38.68,23.1474,16
29,643.39,1602.68,1415.21,21.61,552.25,47.99,520.34,2388.22,8128.43,8.4991,394,38.58,23.1623,15
29,643.24,1592.79,1412.74,21.61,552.15,48.08,520.3,2388.23,8127.87,8.5332,397,38.59,23.0521,14
29,643.04,1603.57,1427.73,21.61,550.51,48.09,519.88,2388.18,8127.17,8.4913,396,38.44,22.9954,13
29,643.53,1596.63,1422.78,21.61,551.38,48.05,520.21,2388.26,8126.18,8.4931,395,38.72,23.0602,12
29,643.44,1594.06,1426.79,21.61,551.54,47.87,519.71,2388.25,8131.2,8.5332,395,38.66,23.122,11
29,643.39,1601.06,1427.74,21.61,552.33,48.12,520.14,2388.25,8123.36,8.5429,394,38.71,23.2336,10
29,643.41,1606.05,1426.81,21.61,551.46,48.14,519.62,2388.25,8129.96,8.5158,397,38.59,23.2242,9
29,643.86,1599.92,1422.72,21.61,551.64,48.12,519.35,2388.27,8127.57,8.4702,396,38.54,23.228,8
29,643.58,1595.46,1423.41,21.61,552.1,48.06,520.19,2388.3,8131.85,8.5203,397,38.4,23.1415,7
29,643.02,1594.91,1430.84,21.61,551.65,48.19,519.91,2388.27,8122.86,8.5097,396,38.59,23.127,6
29,643.36,1595.08,1429.63,21.61,551.3,48.16,519.54,2388.28,8124.77,8.514,397,38.43,22.9654,5
29,643.91,1597.89,1434.55,21.61,551.36,48.23,520.07,2388.25,8126.74,8.5532,397,38.48,23.0397,4
29,643.89,1593.49,1432.16,21.61,551.64,48.22,518.95,2388.26,8127.64,8.5163,395,38.59,23.0645,3
29,643.29,1601.97,1431.39,21.61,551.44,48.12,519.89,2388.39,8128.02,8.5148,397,38.55,22.9987,2
29,644.1,1606.95,1430.41,21.61,551.57,48.23,519.97,2388.27,8122.3,8.4963,396,38.65,23.0762,1
29,643.98,1598.93,1436.41,21.61,551.64,48.17,519.75,2388.26,8121.38,8.5641,396,38.29,23.0583,0
30,642.18,1587.39,1392.46,21.61,554.09,47.07,522.61,2387.95,8148.76,8.4058,392,39.17,23.3801,193
30,641.81,1588.45,1406.94,21.61,554.98,47.2,522.17,2387.98,8143.72,8.3837,392,39.34,23.5081,192
30,641.73,1584.32,1396.01,21.61,553.94,47.24,522.61,2388.02,8145.33,8.4137,393,39.08,23.4344,191
30,641.45,1580.54,1402.14,21.61,554.1,47.14,522.51,2387.95,8144.16,8.3953,391,39.0,23.4524,190
30,642.15,1578.08,1398.18,21.61,554.18,47.05,522.2,2387.98,8143.76,8.4112,393,39.13,23.3571,189
30,642.23,1582.68,1392.93,21.61,554.61,47.01,522.58,2387.97,8145.31,8.3795,391,39.04,23.564,188
30,642.11,1581.87,1399.8,21.61,554.62,47.1,522.79,2388.03,8143.34,8.4,392,39.1,23.4382,187
30,641.83,1579.69,1396.91,21.61,553.96,47.16,522.44,2387.98,8144.86,8.4198,392,39.07,23.4006,186
30,642.04,1590.93,1388.7,21.61,554.71,47.21,522.63,2387.97,8142.89,8.3638,391,38.96,23.5313,185
30,641.92,1583.96,1401.38,21.6,553.94,47.36,522.7,2387.96,8138.19,8.3983,391,38.98,23.4457,184
30,642.64,1578.62,1392.01,21.61,554.73,47.19,522.81,2387.97,8139.61,8.3876,392,39.17,23.5464,183
30,642.29,1593.34,1396.9,21.6,555.49,47.16,522.02,2387.97,8144.26,8.4074,391,39.06,23.3477,182
30,641.46,1584.87,1402.07,21.61,554.73,47.15,522.12,2388.0,8144.55,8.406,393,39.02,23.5109,181
30,641.72,1583.39,1401.14,21.6,554.51,47.18,522.71,2387.94,8144.46,8.3855,392,39.22,23.3945,180
30,642.49,1579.51,1400.21,21.61,554.84,47.17,522.48,2387.99,8142.69,8.3746,392,39.16,23.4308,179
30,642.28,1590.12,1394.29,21.61,554.55,47.2,522.52,2388.0,8144.23,8.3488,391,39.04,23.3701,178
30,642.26,1586.5,1401.91,21.61,554.89,46.86,522.49,2387.98,8150.22,8.405,392,39.08,23.3792,177
30,642.09,1576.63,1398.25,21.61,554.86,47.04,522.52,2387.99,8141.48,8.4257,392,39.04,23.4545,176
30,641.6,1588.2,1393.93,21.6,554.5,47.05,522.73,2387.99,8146.27,8.4192,392,39.07,23.4319,175
30,641.87,1585.62,1395.66,21.61,554.89,47.08,522.08,2388.0,8140.29,8.4227,392,39.11,23.4404,174
30,641.86,1577.56,1393.02,21.61,555.39,47.28,522.62,2388.01,8144.71,8.3859,391,39.06,23.3625,173
30,641.63,1579.66,1391.13,21.61,554.39,47.26,521.99,2388.01,8144.62,8.3485,391,39.09,23.3191,172
30,641.56,1583.55,1399.5,21.61,555.67,47.23,522.57,2387.94,8144.27,8.4295,391,38.96,23.4042,171
30,641.84,1583.23,1389.91,21.61,554.46,47.18,522.7,2387.99,8146.5,8.4082,390,39.06,23.4602,170
30,641.97,1590.33,1399.6,21.6,554.4,47.14,522.55,2388.0,8142.84,8.3728,391,38.97,23.4629,169
30,642.51,1580.48,1394.28,21.61,554.97,47.2,522.55,2388.02,8143.47,8.4109,391,38.89,23.4197,168
30,641.54,1583.17,1398.41,21.61,554.95,47.12,522.61,2388.0,8141.52,8.3828,390,39.02,23.5524,167
30,641.92,1580.23,1394.82,21.61,554.38,47.06,522.5,2387.97,8142.67,8.4101,392,38.99,23.4704,166
30,642.57,1579.13,1397.24,21.61,555.33,47.26,522.7,2388.03,8140.88,8.4018,391,38.99,23.432,165
30,641.85,1581.0,1396.49,21.61,554.64,47.22,522.06,2387.98,8141.24,8.3842,392,39.22,23.3783,164
30,641.93,1579.16,1402.5,21.61,554.76,47.28,522.53,2387.98,8144.07,8.3806,392,39.0,23.3137,163
30,642.16,1579.16,1401.48,21.61,554.96,47.25,522.25,2387.97,8144.18,8.3841,390,39.14,23.4645,162
30,642.33,1581.25,1401.28,21.61,555.33,47.18,522.55,2388.0,8140.28,8.3958,392,38.94,23.4554,161
30,642.06,1583.92,1402.45,21.61,554.57,47.52,522.71,2388.03,8144.14,8.4162,390,39.04,23.3417,160
30,642.34,1585.19,1399.12,21.61,554.28,47.16,522.3,2387.99,8141.14,8.4114,391,39.14,23.4793,159
30,642.18,1588.19,1406.83,21.61,555.12,47.19,522.32,2388.03,8145.87,8.4161,390,39.09,23.4132,158
30,642.22,1583.19,1392.92,21.61,555.34,47.31,522.26,2387.99,8143.49,8.4177,392,39.11,23.4552,157
30,642.08,1592.07,1397.03,21.61,554.62,47.38,522.79,2388.06,8144.71,8.3914,392,39.15,23.372,156
30,641.79,1573.85,1400.68,21.6,554.62,47.29,522.44,2388.01,8146.06,8.3869,391,39.07,23.3204,155
30,642.49,1576.62,1396.56,21.61,554.83,47.24,521.93,2387.98,8142.04,8.4149,393,38.83,23.3954,154
30,642.33,1582.23,1397.44,21.61,554.65,47.19,523.02,2387.96,8143.8,8.3951,391,39.2,23.4505,153
30,642.01,1584.09,1395.07,21.61,552.93,47.17,521.51,2388.03,8146.57,8.3938,391,39.09,23.5771,152
30,642.54,1585.86,1389.53,21.61,554.59,47.15,522.57,2387.98,8148.75,8.3938,391,39.01,23.417,151
30,642.25,1582.48,1392.7,21.61,554.48,47.27,522.86,2387.96,8146.26,8.4046,392,38.97,23.4317,150
30,642.63,1582.57,1395.17,21.61,554.48,47.11,522.36,2388.05,8142.53,8.4136,392,39.01,23.4841,149
30,641.6,1579.91,1398.65,21.61,554.46,47.06,522.47,2388.01,8142.81,8.3736,392,39.0,23.4249,148
30,641.65,1584.22,1394.82,21.61,555.19,47.14,521.8,2387.99,8141.65,8.3717,391,39.07,23.3628,147
30,642.12,1584.85,1394.7,21.61,554.65,47.27,522.34,2387.99,8147.04,8.3805,391,38.98,23.3428,146
30,641.77,1583.5,1403.79,21.61,554.56,47.34,522.25,2387.91,8142.87,8.3856,392,39.27,23.3326,145
30,642.69,1591.98,1386.69,21.61,554.96,47.31,522.38,2388.02,8148.25,8.3958,392,39.09,23.3434,144
30,641.66,1581.86,1395.76,21.61,554.16,47.2,522.55,2387.97,8147.16,8.3966,391,39.05,23.4946,143
30,642.1,1582.77,1395.75,21.61,554.66,47.12,522.32,2388.0,8142.47,8.4098,392,39.15,23.485,142
30,642.66,1586.75,1397.13,21.61,555.45,47.24,522.54,2387.98,8142.22,8.3718,391,39.04,23.556,141
30,642.14,1585.66,1407.99,21.61,554.75,47.36,522.55,2388.02,8149.15,8.3862,391,39.07,23.4289,140
30,642.42,1577.95,1392.36,21.6,554.45,47.21,523.08,2387.97,8144.22,8.3837,390,39.05,23.4493,139
30,642.07,1590.96,1400.13,21.61,554.68,47.23,522.16,2387.99,8146.48,8.365,391,38.98,23.3885,138
30,642.17,1585.65,1393.73,21.61,554.23,47.17,522.35,2387.99,8146.17,8.4254,392,39.12,23.5117,137
30,642.12,1585.61,1397.02,21.61,554.24,46.86,522.59,2388.0,8148.83,8.4077,392,39.01,23.2698,136
30,642.3,1585.01,1400.35,21.6,554.54,47.24,522.13,2388.0,8141.56,8.4204,394,39.08,23.4127,135
30,642.0,1588.2,1390.33,21.61,554.58,47.08,522.62,2388.04,8142.48,8.3959,391,38.9,23.4121,134
30,642.27,1586.78,1392.98,21.61,554.49,47.22,522.1,2387.98,8142.44,8.3791,392,39.14,23.4028,133
30,642.22,1587.12,1400.98,21.6,554.32,47.14,522.6,2388.02,8148.18,8.3555,393,39.15,23.4328,132
30,642.47,1580.44,1395.34,21.61,554.11,47.14,522.0,2388.03,8145.54,8.4064,390,38.81,23.4557,131
30,641.94,1581.31,1393.91,21.61,554.58,47.27,522.5,2387.99,8150.32,8.39,391,39.1,23.4577,130
30,642.39,1584.99,1395.51,21.61,554.14,47.27,522.47,2388.04,8147.89,8.412,392,38.9,23.4004,129
30,642.01,1593.44,1399.14,21.61,555.04,47.19,522.8,2388.02,8145.23,8.393,393,38.75,23.3491,128
30,641.82,1585.83,1395.31,21.61,555.07,47.38,522.87,2387.97,8145.66,8.3813,393,38.98,23.409,127
30,642.37,1583.89,1394.37,21.61,554.52,47.35,522.0,2388.02,8148.91,8.3729,391,39.2,23.5163,126
30,642.62,1580.37,1404.47,21.61,554.44,47.07,522.73,2388.04,8142.44,8.4075,390,39.05,23.3784,125
30,642.15,1584.58,1397.05,21.61,554.68,47.39,522.85,2388.04,8144.84,8.4073,392,38.8,23.3425,124
30,641.58,1580.78,1398.2,21.61,554.18,47.28,522.08,2388.02,8144.12,8.3464,391,38.93,23.4917,123
30,642.41,1583.87,1401.78,21.61,554.41,47.29,522.64,2388.0,8142.83,8.415,392,39.13,23.3726,122
30,642.17,1584.59,1401.3,21.61,554.4,47.32,522.85,2387.97,8142.62,8.3778,393,39.01,23.4059,121
30,642.31,1581.72,1408.31,21.61,554.44,46.95,522.83,2388.0,8146.71,8.4066,392,39.0,23.3415,120
30,642.61,1580.23,1398.62,21.61,554.34,47.14,521.55,2387.98,8147.49,8.3975,392,39.04,23.4104,119
30,642.22,1584.14,1404.48,21.61,554.37,47.25,521.93,2388.04,8141.81,8.3485,390,39.08,23.4195,118
30,642.45,1585.72,1398.18,21.61,554.52,47.11,522.45,2388.0,8143.92,8.4275,392,38.87,23.4208,117
30,641.71,1582.59,1398.05,21.6,554.3,47.17,521.9,2388.0,8144.82,8.4039,391,39.02,23.2979,116
30,641.99,1590.07,1402.3,21.61,554.37,47.27,521.86,2388.01,8143.56,8.3936,392,38.91,23.3932,115
30,641.95,1579.25,1397.53,21.61,554.49,47.29,522.24,2387.99,8143.12,8.4198,393,39.16,23.3492,114
30,642.18,1587.63,1397.48,21.61,554.67,47.15,521.84,2388.0,8143.04,8.4238,393,38.91,23.3211,113
30,642.2,1584.63,1395.38,21.6,553.88,47.13,522.11,2388.03,8141.2,8.4148,391,38.88,23.3756,112
30,642.11,1582.55,1394.98,21.61,554.14,47.36,522.38,2387.98,8147.29,8.4185,391,39.04,23.2968,111
30,641.79,1584.57,1401.34,21.61,554.59,47.17,521.81,2388.02,8144.97,8.4112,392,39.08,23.3616,110
30,642.43,1582.33,1397.52,21.61,554.4,47.25,522.01,2387.98,8146.59,8.4274,391,38.98,23.4296,109
30,642.44,1585.37,1398.23,21.61,554.86,47.4,522.42,2387.97,8145.31,8.3646,391,39.03,23.3863,108
30,642.02,1589.85,1387.36,21.61,554.1,47.15,522.44,2387.99,8145.26,8.3858,392,38.9,23.4056,107
30,642.23,1577.76,1394.11,21.61,555.04,47.23,522.62,2387.95,8144.04,8.3793,393,39.15,23.3897,106
30,642.03,1577.75,1399.62,21.61,553.83,47.36,522.34,2388.01,8141.9,8.424,391,38.91,23.4586,105
30,642.35,1592.11,1400.35,21.61,553.87,47.22,522.68,2388.03,8140.16,8.4266,391,39.01,23.4515,104
30,642.27,1587.08,1400.44,21.61,554.31,47.25,522.45,2388.01,8145.74,8.3918,392,39.04,23.3655,103
30,642.41,1585.92,1408.06,21.61,554.52,47.2,521.84,2388.0,8140.88,8.4067,392,38.78,23.5047,102
30,641.7,1580.59,1395.09,21.61,553.91,47.34,522.52,2388.05,8146.83,8.3981,393,38.98,23.4019,101
30,642.44,1581.85,1399.89,21.61,554.24,47.24,522.17,2388.04,8140.67,8.4213,393,39.05,23.4338,100
30,642.08,1577.72,1390.22,21.61,553.68,47.34,521.97,2387.99,8140.84,8.3651,391,38.89,23.4305,99
30,642.08,1587.5,1402.12,21.61,554.3,47.34,522.21,2388.03,8143.95,8.4031,391,38.96,23.4079,98
30,642.37,1584.39,1398.59,21.61,554.09,47.26,521.74,2387.99,8142.92,8.4203,393,38.89,23.4042,97
30,642.65,1591.22,1402.72,21.61,554.31,47.28,522.02,2388.02,8142.93,8.4223,392,38.95,23.4166,96
30,642.42,1592.99,1396.54,21.61,554.06,47.27,521.9,2387.99,8145.97,8.4359,393,39.08,23.2926,95
30,642.39,1586.3,1400.74,21.61,553.53,47.4,521.81,2388.02,8143.15,8.3997,391,38.97,23.4027,94
30,641.81,1583.0,1404.81,21.61,553.79,47.3,522.31,2387.98,8137.59,8.3892,392,38.98,23.3485,93
30,642.57,1588.31,1401.86,21.61,554.29,47.18,522.58,2388.04,8143.07,8.3833,391,39.16,23.3412,92
30,642.03,1581.91,1397.28,21.61,554.28,47.31,522.32,2388.09,8141.96,8.4062,392,38.86,23.2906,91
30,642.43,1583.52,1402.0,21.61,554.09,47.17,522.02,2387.99,8142.67,8.3795,392,38.91,23.2822,90
30,642.01,1585.26,1405.92,21.61,554.02,47.39,522.39,2388.0,8145.82,8.3834,392,38.93,23.3958,89
30,642.44,1588.9,1402.93,21.61,554.18,47.48,521.66,2388.06,8140.34,8.394,393,38.88,23.2506,88
30,641.9,1591.75,1402.29,21.61,553.91,47.23,521.86,2388.06,8143.99,8.3791,393,38.89,23.3928,87
30,642.26,1588.58,1399.83,21.61,554.08,47.24,522.12,2388.0,8136.14,8.4102,393,39.06,23.3976,86
30,642.18,1588.58,1402.83,21.61,553.47,47.27,521.71,2388.1,8140.81,8.4138,393,39.0,23.2846,85
30,642.28,1586.12,1401.54,21.61,554.52,47.57,521.56,2388.03,8137.15,8.4099,392,38.9,23.2249,84
30,641.98,1584.82,1406.2,21.61,553.69,47.34,521.76,2388.03,8139.39,8.4232,393,38.93,23.4376,83
30,642.33,1584.19,1396.72,21.61,554.13,47.24,521.63,2388.0,8141.15,8.3935,393,38.83,23.3444,82
30,642.87,1585.17,1394.55,21.61,554.11,47.33,521.82,2388.02,8140.81,8.4097,391,38.88,23.4792,81
30,642.53,1582.19,1403.23,21.61,554.32,47.25,522.47,2388.02,8145.19,8.3964,394,38.95,23.3742,80
30,641.81,1589.56,1402.69,21.61,554.32,47.2,521.96,2388.05,8144.13,8.451,393,38.91,23.443,79
30,641.77,1585.28,1405.81,21.61,553.52,47.21,521.98,2388.05,8140.7,8.4002,394,38.82,23.3915,78
30,642.64,1580.11,1401.32,21.61,553.79,47.35,521.38,2388.04,8141.31,8.3948,391,38.91,23.3781,77
30,642.16,1581.71,1397.66,21.61,553.92,47.13,522.03,2388.02,8142.21,8.4231,391,39.02,23.3816,76
30,642.35,1585.69,1399.37,21.61,554.23,47.15,522.1,2388.04,8142.29,8.4148,391,39.04,23.3975,75
30,642.73,1584.64,1401.4,21.61,554.2,47.4,522.44,2388.05,8141.3,8.4349,392,38.91,23.2933,74
30,642.48,1582.56,1393.52,21.61,554.41,47.35,522.22,2388.03,8140.79,8.4001,392,38.92,23.386,73
30,642.99,1588.91,1406.33,21.61,554.03,47.34,522.06,2388.04,8146.49,8.4607,392,38.87,23.3282,72
30,642.04,1586.54,1404.95,21.61,553.72,47.37,521.62,2388.01,8141.57,8.4163,392,38.83,23.3618,71
30,642.48,1585.57,1403.67,21.61,554.58,47.16,521.93,2388.11,8143.22,8.4545,391,38.73,23.4269,70
30,642.53,1585.08,1409.54,21.61,554.38,47.29,521.61,2387.96,8145.05,8.4223,391,39.02,23.3843,69
30,642.45,1593.46,1399.84,21.61,553.71,47.43,522.72,2388.09,8143.35,8.4343,392,38.93,23.3004,68
30,642.24,1591.6,1402.34,21.61,553.93,47.43,521.96,2388.09,8142.33,8.4193,392,38.78,23.3592,67
30,642.27,1594.41,1406.55,21.61,554.45,47.42,521.33,2388.07,8137.84,8.4193,393,39.03,23.4067,66
30,642.19,1584.39,1414.22,21.61,553.92,47.41,522.03,2388.1,8140.84,8.3986,393,39.0,23.3117,65
30,642.65,1594.28,1397.82,21.61,553.99,47.36,521.92,2388.03,8147.05,8.4135,393,38.98,23.2622,64
30,642.69,1584.96,1406.77,21.61,553.37,47.38,521.91,2388.07,8145.88,8.4248,393,38.78,23.3401,63
30,641.95,1584.66,1403.19,21.61,553.52,47.39,522.05,2388.11,8140.54,8.4011,392,39.08,23.3263,62
30,642.52,1593.26,1404.17,21.61,553.96,47.36,521.54,2388.04,8140.2,8.412,393,39.0,23.2852,61
30,642.2,1591.22,1407.07,21.61,553.9,47.24,521.52,2388.08,8139.88,8.4122,392,38.87,23.2746,60
30,642.21,1577.89,1403.44,21.61,553.69,47.46,521.98,2388.05,8138.58,8.4386,393,38.76,23.2909,59
30,642.72,1589.32,1405.63,21.61,553.27,47.38,521.81,2388.11,8148.09,8.3976,392,38.98,23.3789,58
30,642.76,1592.26,1405.53,21.61,552.86,47.35,521.81,2388.02,8136.45,8.4428,393,38.96,23.4407,57
30,642.74,1586.59,1411.94,21.61,553.01,47.58,521.51,2388.02,8142.95,8.4443,393,38.76,23.3684,56
30,642.29,1590.39,1408.71,21.61,553.44,47.6,521.57,2388.09,8144.41,8.4358,394,38.79,23.2696,55
30,642.09,1590.22,1401.57,21.61,553.34,47.39,521.49,2388.06,8138.82,8.4153,392,38.87,23.361,54
30,642.54,1586.22,1402.83,21.61,554.02,47.48,521.42,2388.12,8139.63,8.4558,392,38.88,23.3348,53
30,642.61,1583.32,1409.76,21.61,553.47,47.52,521.68,2388.11,8144.54,8.4723,394,38.81,23.3449,52
30,642.51,1590.92,1410.08,21.61,553.43,47.5,521.42,2388.08,8138.19,8.3969,393,38.97,23.3814,51
30,642.45,1592.41,1405.23,21.61,553.39,47.53,521.6,2388.1,8138.21,8.4475,394,38.7,23.384,50
30,642.42,1593.25,1409.11,21.61,553.32,47.41,521.23,2388.13,8136.7,8.4658,393,38.87,23.2412,49
30,642.44,1592.71,1405.58,21.61,553.71,47.54,521.57,2388.07,8131.83,8.4606,393,38.8,23.2319,48
30,642.05,1591.29,1413.02,21.61,554.01,47.52,521.02,2388.04,8141.09,8.4407,394,38.76,23.3498,47
30,643.01,1587.19,1415.8,21.61,553.42,47.57,521.21,2388.12,8141.43,8.4307,394,38.8,23.2313,46
30,642.37,1591.14,1407.63,21.61,552.87,47.38,521.72,2388.15,8140.33,8.4151,392,38.74,23.354,45
30,642.62,1590.33,1411.98,21.61,553.36,47.64,521.03,2388.1,8132.5,8.4593,394,38.97,23.2037,44
30,642.65,1590.11,1410.16,21.61,553.14,47.6,521.1,2388.07,8140.68,8.4347,394,38.75,23.1521,43
30,642.54,1590.7,1409.7,21.61,553.18,47.79,521.32,2388.08,8141.4,8.4349,394,38.74,23.2894,42
30,642.89,1593.52,1417.0,21.61,553.86,47.44,520.85,2388.11,8132.47,8.4373,394,38.72,23.1734,41
30,642.55,1587.3,1406.04,21.61,553.21,47.64,521.31,2388.12,8134.99,8.4326,393,38.82,23.2581,40
